topology,nb_roots,nb_proc,size,rank,communication_time,computation_time
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,7901,0.62917964,0.29245713
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,7903,0.62837563,0.29324906
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,8355,0.63084764,0.29082393
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,7341,0.6286011,0.29302632
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,7996,0.62903734,0.29253143
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,8262,0.62910005,0.29252645
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,8541,0.62855129,0.29312363
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,8446,0.63057605,0.29119933
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,7250,0.62944282,0.29228365
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,8444,0.63069508,0.29107612
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,7993,0.62932059,0.29247056
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,4442,0.62998958,0.29178985
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,5083,0.63044542,0.29136014
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,7900,0.62987524,0.29188576
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,8447,0.62906036,0.29266004
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,7157,0.62913646,0.29268957
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,5826,0.63017387,0.29168935
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,4437,0.63166925,0.2902855
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,4352,0.63062615,0.29123767
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,4176,0.63084149,0.29111613
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,4177,0.63049259,0.29146184
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,8457,0.62908005,0.29286328
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,4439,0.62979897,0.29222004
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,4270,0.62938395,0.29259428
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,8181,0.62930214,0.29269988
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,8365,0.63068129,0.29132368
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,4354,0.63043434,0.29164223
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,8551,0.63019593,0.29188158
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,6972,0.62977293,0.29233635
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,8084,0.63021918,0.29184922
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,8272,0.63003421,0.29207681
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,4620,0.62731637,0.29483127
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,8270,0.63098446,0.29115512
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,4355,0.62873439,0.29336783
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,8363,0.63074066,0.29128347
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,8085,0.62976677,0.29242473
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,4991,0.6283551,0.29387515
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,8549,0.62956777,0.29263491
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,4898,0.6289226,0.2933427
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,4528,0.63051672,0.29179152
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,4529,0.62976289,0.29254351
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,4357,0.63045058,0.29195492
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,4531,0.63085435,0.29154582
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,8452,0.63030484,0.291996
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,4269,0.62919743,0.29318431
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,4440,0.63236585,0.29005235
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,5455,0.63064369,0.29178709
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,8454,0.62979757,0.29261666
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,7902,0.63209881,0.29019139
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,7995,0.62785517,0.29452233
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,8455,0.6335225,0.28896038
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,5270,0.6307318,0.29176947
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,5363,0.62972896,0.29277852
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,7251,0.63118026,0.29137823
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,4087,0.63047135,0.29208504
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,4088,0.63074622,0.2918164
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,4090,0.62973905,0.29282529
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,5641,0.63048801,0.29209304
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,7158,0.63048689,0.29207704
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,5734,0.63004901,0.29261009
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,7345,0.62892877,0.29361894
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,8461,0.63124918,0.2912691
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,4806,0.63248325,0.29021353
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,7342,0.63055458,0.29210558
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,8366,0.63033953,0.29232682
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,5549,0.62927905,0.29336245
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,4178,0.63159499,0.29111756
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,4271,0.63177558,0.29091603
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,8273,0.6308182,0.29189937
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,8552,0.6310163,0.29171185
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,5178,0.63188246,0.29085817
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,4179,0.63186371,0.29093345
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,8448,0.63044602,0.29227573
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,4444,0.62997838,0.29278779
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,4443,0.63041952,0.29241064
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,4356,0.63079849,0.29208075
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,4446,0.63018466,0.29258697
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,4535,0.63044496,0.29248448
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,7343,0.62845277,0.29448385
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,4624,0.63242575,0.29058471
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,4358,0.6309022,0.29221596
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,4359,0.63019721,0.292842
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,8087,0.6315799,0.29150878
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,4622,0.63070442,0.29237904
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,4530,0.63209598,0.29097379
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,8089,0.63170325,0.29137911
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,4532,0.63152777,0.29161307
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,8458,0.63089411,0.29225598
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,4441,0.62961156,0.29353794
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,8086,0.63038675,0.29281585
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,4621,0.63170511,0.29156728
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,4713,0.6307772,0.29249909
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,4361,0.63049946,0.2928134
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,5084,0.63251406,0.29087313
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,8456,0.62929485,0.29390196
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,4089,0.6299146,0.29341373
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,4628,0.63321531,0.29020177
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,4810,0.6306841,0.29277719
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,4808,0.63177349,0.29171141
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,5180,0.63167786,0.29172963
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,4807,0.63485628,0.28873805
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,4533,0.632135,0.29139746
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,5182,0.63151017,0.29202728
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,5179,0.63093566,0.29265148
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,8553,0.63112509,0.29244152
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,8367,0.63253125,0.29109584
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,5456,0.63328723,0.29034689
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,4180,0.63132923,0.29228637
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,4183,0.63274262,0.29087822
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,4181,0.63188963,0.29178129
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,8274,0.63133533,0.29226118
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,4445,0.63015272,0.29348544
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,4814,0.63215063,0.29158375
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,7344,0.62983592,0.29392779
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,4448,0.63094845,0.29282783
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,4447,0.63181165,0.2919038
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,4623,0.6321228,0.29165099
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,8459,0.63177581,0.29212709
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,8088,0.63120222,0.29268211
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,4360,0.63417598,0.28977162
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,4626,0.6331575,0.29069819
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,4536,0.63418928,0.28985616
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,5642,0.63250119,0.29149337
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,4539,0.63120469,0.29279315
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,5735,0.63250318,0.29150484
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,4363,0.6346258,0.28951564
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,4537,0.63118602,0.29288166
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,5827,0.63164017,0.292432
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,4362,0.63082764,0.29326542
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,4625,0.63154165,0.29253531
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,4899,0.63242385,0.29169623
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,4992,0.63209629,0.29202901
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,4717,0.63336924,0.29083044
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,4715,0.63264645,0.29153012
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,4272,0.63297515,0.29118117
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,4450,0.63208162,0.2921901
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,4809,0.63205795,0.29218653
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,4812,0.63264981,0.29170784
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,5181,0.6296351,0.29461401
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,4714,0.63151602,0.29281107
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,4534,0.63240539,0.29192783
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,5183,0.63221382,0.29213793
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,4182,0.63236468,0.29207262
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,4811,0.63224733,0.29224862
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,4629,0.63170165,0.29284582
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,4721,0.63327984,0.29128268
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,4630,0.63248061,0.29214507
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,4632,0.63267761,0.29191149
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,5186,0.63410734,0.29053074
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,4449,0.63178967,0.29285508
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,4994,0.63352681,0.29116354
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,8460,0.63282155,0.2919251
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,4818,0.63165204,0.29308786
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,4901,0.63305986,0.29166561
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,4815,0.63010235,0.29463755
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,4996,0.63187006,0.29291765
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,4903,0.63332711,0.2914983
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,5364,0.63321388,0.2916267
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,4627,0.63376012,0.29106231
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,5550,0.63114898,0.2936381
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,5271,0.63282614,0.2920094
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,4538,0.63303713,0.29153536
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,4364,0.6335487,0.29136732
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,4993,0.63186167,0.29301279
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,4900,0.63262588,0.29227121
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,4816,0.63314974,0.29178954
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,5184,0.63290812,0.29204001
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,4716,0.6322623,0.29269466
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,4540,0.63372515,0.29127864
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,4541,0.63169746,0.29325238
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,4907,0.63228637,0.29271724
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,4276,0.63413713,0.29087762
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,4273,0.6330935,0.29195899
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,4274,0.63305065,0.2919462
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,4813,0.6305163,0.2945113
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,5000,0.63403134,0.29100297
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,4719,0.63282825,0.29233674
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,4718,0.63295387,0.29228372
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,5085,0.63329224,0.29194095
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,4452,0.63301284,0.29232116
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,4454,0.63347369,0.2918334
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,4451,0.63138685,0.29391933
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,4631,0.63382096,0.2914925
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,4365,0.63424299,0.29118606
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,4543,0.63385439,0.29159309
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,5368,0.63335684,0.29211723
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,5275,0.63332676,0.29208248
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,5273,0.63492321,0.29054013
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,5828,0.63506094,0.29046022
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,5554,0.63440218,0.29110189
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,5552,0.63304713,0.2923732
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,5366,0.63281443,0.29272472
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,4633,0.63389227,0.29158976
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,4634,0.63327399,0.29224232
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,4817,0.63279867,0.29276632
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,5272,0.63397228,0.29162578
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,5365,0.63358354,0.29202275
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,5551,0.63207657,0.29348856
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,4995,0.63358415,0.29191481
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,4998,0.63517382,0.29043155
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,5187,0.63430087,0.29127471
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,4902,0.63419428,0.29145815
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,4905,0.63305035,0.29250571
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,5188,0.63402368,0.29160715
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,4722,0.63413152,0.29158885
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,4723,0.63219572,0.29349087
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,4725,0.63396808,0.29169111
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,4819,0.63446435,0.29125461
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,4820,0.63450553,0.29124884
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,5185,0.63345391,0.2922298
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,4997,0.63160307,0.29420314
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,5190,0.6340049,0.29173547
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,4904,0.63567465,0.29021746
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,4542,0.63357934,0.29225578
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,4275,0.63382817,0.29203468
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,5087,0.63283096,0.29308135
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,5089,0.63380574,0.29212534
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,4636,0.63443385,0.29148126
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,5086,0.63433468,0.29161946
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,4822,0.63343041,0.29250531
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,4720,0.63419222,0.2918085
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,5457,0.63461004,0.29137035
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,5001,0.63296763,0.29308682
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,4908,0.63515229,0.29091522
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,5004,0.6340122,0.2920941
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,4911,0.63369255,0.29199511
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,5736,0.63551315,0.29065416
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,5643,0.63515352,0.29105899
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,4367,0.63319377,0.29299372
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,4369,0.63459597,0.29154762
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,5093,0.63387798,0.29234489
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,4456,0.63497255,0.29124711
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,5372,0.63514335,0.29111315
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,5276,0.63351469,0.29281648
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,4909,0.63452917,0.2917558
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,5279,0.63492234,0.29136608
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,5558,0.63448825,0.29185057
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,5002,0.63456731,0.29176684
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,5274,0.63447579,0.29187484
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,5367,0.63416436,0.29219309
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,5553,0.63353924,0.29280182
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,4455,0.63478049,0.29161707
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,5369,0.63354279,0.29277189
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,4906,0.63564092,0.29075491
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,4635,0.63489492,0.2915115
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,5189,0.63461206,0.29180153
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,4999,0.63514464,0.29124311
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,5555,0.6333632,0.29301285
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,4724,0.63419774,0.29224178
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,4547,0.63439275,0.29213482
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,4545,0.63298459,0.29358437
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,5556,0.6367204,0.2898539
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,5191,0.63557381,0.29102432
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,5370,0.63386342,0.29273933
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,4544,0.63486651,0.29168551
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,4458,0.63406857,0.29255174
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,4821,0.63365902,0.29294032
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,5277,0.63359296,0.2930715
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,5461,0.63583414,0.29083887
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,5459,0.63370058,0.29295358
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,4726,0.63530718,0.29139833
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,5088,0.63552048,0.29123434
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,4727,0.63306395,0.29363731
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,5458,0.63438079,0.29237148
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,4453,0.63597481,0.29081511
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,5647,0.63300392,0.2937643
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,5645,0.63483979,0.29201381
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,5740,0.63514351,0.29162864
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,5738,0.63407829,0.29279609
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,4910,0.63597055,0.29095125
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,5737,0.63499738,0.29185987
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,5003,0.63562812,0.29120558
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,5192,0.63633822,0.29061298
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,5091,0.6331471,0.2937325
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,4366,0.63412654,0.29281276
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,5644,0.63534144,0.29152656
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,5194,0.6355222,0.29145975
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,5090,0.63415763,0.29278128
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,4640,0.63727308,0.28979526
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,5005,0.63451225,0.2925005
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,4824,0.63673379,0.29029906
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,4912,0.63695242,0.29013447
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,5006,0.63505124,0.29201726
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,4638,0.63557769,0.29148459
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,4826,0.63330667,0.29372271
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,4637,0.63402996,0.29303301
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,4823,0.63467252,0.29240734
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,4913,0.6362978,0.29081961
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,4368,0.63395437,0.29316461
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,4457,0.63480754,0.29235478
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,4729,0.63613739,0.29101844
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,5097,0.6353562,0.29180754
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,5373,0.63557293,0.29161923
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,5280,0.63556047,0.29170881
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,5559,0.63462772,0.29262642
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,5094,0.63552468,0.29169615
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,5560,0.63542704,0.29188301
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,5374,0.63396805,0.29334024
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,5281,0.63317177,0.29403892
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,4546,0.63471957,0.29264016
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,5371,0.63624711,0.29118361
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,5278,0.63571794,0.29156956
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,5562,0.63605448,0.29132639
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,5376,0.63371312,0.2937196
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,5557,0.63605846,0.29138301
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,5193,0.63552801,0.29192746
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,5465,0.63665792,0.29076063
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,5095,0.6368583,0.29059149
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,5283,0.63333477,0.2940491
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,5460,0.63471493,0.29279574
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,4549,0.6363124,0.291199
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,4548,0.63540454,0.29206355
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,5462,0.63605136,0.29150568
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,4728,0.63544711,0.29208228
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,5092,0.63501461,0.29255796
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,5651,0.63508195,0.29247584
"3;24,24,48;1,24,1;1,1,1",24,8649,9300,5008,0.63576787,0.29186028
